"STATION","NAME","DATE","TMAX","TMIN"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-03-07","61","36"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-03-08","58","44"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-03-09","66","40"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-03-10","70","37"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-03-11","81","47"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-03-12","80","54"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-03-13","80","59"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-03-14","79","59"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-03-15","71","57"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-03-16","58","35"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-03-17","62","30"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-03-18","80","45"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-03-19","72","48"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-03-20","46","36"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-03-21","63","32"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-03-22","68","47"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-03-23","75","47"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-03-24","69","49"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-03-25","73","53"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-03-26","71","46"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-03-27","78","43"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-03-28","83","58"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-03-29","72","63"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-03-30","73","61"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-03-31","61","42"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-04-01","70","42"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-04-02","84","63"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-04-03","65","55"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-04-04","86","55"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-04-05","79","55"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-04-06","60","44"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-04-07","59","41"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-04-08","52","36"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-04-09","72","32"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-04-10","79","48"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-04-11","60","42"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-04-12","62","37"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-04-13","78","41"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-04-14","87","58"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-04-15","66","47"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-04-16","72","43"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-04-17","79","51"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-04-18","86","63"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-04-19","82","66"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-04-20","85","63"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-04-21","75","58"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-04-22","78","53"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-04-23","82","56"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-04-24","77","61"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-04-25","72","63"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-04-26","75","55"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-04-27","72","51"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-04-28","88","55"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-04-29","85","66"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-04-30","87","65"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-01","78","63"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-02","74","61"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-03","66","49"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-04","57","46"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-05","60","47"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-06","74","45"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-07","63","57"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-08","80","56"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-09","71","56"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-10","72","51"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-11","79","55"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-12","79","61"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-13","76","60"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-14","83","60"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-15","85","68"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-16","83","64"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-17","85","62"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-18","82","62"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-19","85","66"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-20","82","64"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-21","78","58"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-22","77","57"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-23","73","50"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-24","69","56"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-25","76","57"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-26","67","56"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-27","72","62"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-28","77","64"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-29","82","63"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-30","74","60"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-05-31","80","58"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-06-01","83","60"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-06-02","88","63"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-06-03","88","65"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-06-04","88","65"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-06-05","84","68"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-06-06","86","69"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-06-07","82","69"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-06-08","81","66"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-06-09","78","64"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-06-10","84","63"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-06-11","86","60"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-06-12","88","65"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-06-13","81","69"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-06-14","84","70"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-06-15","87","69"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-06-16","88","70"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-06-17","79","69"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-06-18","87","71"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-06-19","82","66"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-06-20","89","69"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-06-21","94","69"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-06-22","94","73"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-06-23","95","71"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-06-24","96","73"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-06-25","96","75"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-06-26","92","73"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-06-27","89","70"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-06-28","90","69"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-06-29","88","69"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-06-30","88","71"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-01","85","70"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-02","88","67"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-03","89","67"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-04","92","68"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-05","95","71"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-06","92","71"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-07","90","70"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-08","91","69"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-09","83","71"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-10","88","70"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-11","90","71"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-12","92","72"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-13","89","70"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-14","94","70"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-15","91","73"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-16","92","74"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-17","93","73"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-18","93","72"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-19","92","72"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-20","91","74"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-21","94","73"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-22","92","72"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-23","96","74"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-24","94","75"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-25","92","73"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-26","92","75"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-27","92","72"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-28","97","73"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-29","94","72"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-30","94","73"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-07-31","93","72"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-01","79","70"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-02","81","65"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-03","84","63"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-04","80","67"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-05","89","64"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-06","92","67"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-07","91","69"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-08","92","68"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-09","91","70"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-10","91","69"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-11","94","69"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-12","93","73"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-13","90","71"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-14","92","70"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-15","91","73"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-16","96","71"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-17","96","72"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-18","96","71"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-19","98","72"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-20","92","69"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-21","84","65"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-22","91","64"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-23","88","68"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-24","91","62"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-25","80","56"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-26","81","54"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-27","83","52"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-28","81","56"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-29","89","56"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-30","88","59"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-08-31","86","58"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-09-01","89","56"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-09-02","80","63"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-09-03","90","63"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-09-04","84","65"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-09-05","92","66"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-09-06","67","55"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-09-07","79","50"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-09-08","80","47"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-09-09","84","53"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-09-10","87","59"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-09-11","90","65"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-09-12","90","63"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-09-13","91","61"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-09-14","90","63"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-09-15","90","68"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-09-16","92","65"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-09-17","90","64"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-09-18","91","62"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-09-19","92","64"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-09-20","90","62"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-09-21","86","66"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-09-22","82","67"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-09-23","80","68"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-09-24","79","67"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-09-25","79","65"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-09-26","80","61"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-09-27","82","59"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-09-28","86","57"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-09-29","86","58"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-09-30","86","60"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-01","86","61"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-02","85","63"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-03","82","60"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-04","82","58"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-05","84","58"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-06","75","68"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-07","77","67"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-08","74","54"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-09","73","49"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-10","76","49"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-11","78","52"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-12","77","52"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-13","77","50"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-14","79","51"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-15","81","51"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-16","80","60"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-17","82","55"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-18","84","62"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-19","65","47"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-20","72","41"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-21","71","51"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-22","66","43"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-23","67","43"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-24","61","40"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-25","73","46"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-26","59","52"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-27","56","52"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-28","64","54"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-29","53","48"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-30","58","43"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-10-31","62","40"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-11-01","59","41"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-11-02","53","36"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-11-03","63","35"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-11-04","71","39"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-11-05","75","52"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-11-06","71","46"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-11-07","73","54"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-11-08","74","55"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-11-09","56","29"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-11-10","34","27"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-11-11","51","23"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-11-12","67","44"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-11-13","68","42"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-11-14","76","46"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-11-15","78","58"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-11-16","67","43"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-11-17","65","38"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-11-18","75","54"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-11-19","75","55"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-11-20","59","54"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-11-21","68","59"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-11-22","66","50"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-11-23","68","46"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-11-24","66","42"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-11-25","66","55"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-11-26","58","38"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-11-27","48","29"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-11-28","45","27"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-11-29","51","29"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-11-30","44","27"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-01","41","23"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-02","34","26"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-03","41","25"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-04","36","31"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-05","33","31"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-06","43","31"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-07","43","32"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-08","40","27"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-09","50","25"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-10","54","34"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-11","43","26"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-12","58","35"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-13","53","28"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-14","25","11"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-15","40","8"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-16","52","29"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-17","61","43"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-18","59","43"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-19","46","28"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-20","64","32"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-21","57","39"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-22","58","36"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-23","67","58"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-24","76","62"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-25","68","60"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-26","66","61"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-27","66","58"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-28","72","49"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-29","46","26"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-30","37","22"
"USR0000TBUR","BURNS TENNESSEE, TN US","2025-12-31","51","26"
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-01",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-02",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-03",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-04",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-05",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-06",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-07",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-08",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-09",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-10",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-11",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-12",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-13",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-14",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-15",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-16",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-17",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-18",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-19",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-20",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-21",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-22",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-23",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-24",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-25",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-26",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-27",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-28",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-29",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-30",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-01-31",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-02-01",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-02-02",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-02-03",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-02-04",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-02-05",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-02-06",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-02-07",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-02-08",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-02-09",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-02-10",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-02-11",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-02-12",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-02-13",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-02-14",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-02-15",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-02-16",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-02-17",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-02-18",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-02-19",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-02-20",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-02-21",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-02-22",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-02-23",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-02-24",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-02-25",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-02-26",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-02-27",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-02-28",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-03-01",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-03-02",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-03-03",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-03-04",,
"US1TNWL0088","FAIRVIEW 1.3 WNW, TN US","2025-03-05",,
